mjd,flux,err,trend1,trend2,zp,sector
59039.29821116058,160.12106984745242,2.0828031722017037,160.35356269235984,160.35356269235984,20.44,27.0
59039.305155719165,162.01208242239696,1.941904232024506,161.63255567409175,161.63255567409175,20.44,27.0
59039.31210027821,173.89499640219827,2.8615404875984014,162.40063670089967,162.40063670089967,20.44,27.0
59039.3190448368,166.3288560044893,3.0696398291014266,163.31961128402514,163.31961128402514,20.44,27.0
59039.325989394914,175.18294544516257,3.491778688273457,164.13526415624617,164.13526415624617,20.44,27.0
59039.3329339535,166.2673242955445,3.3318602141565816,164.71978702597306,164.71978702597306,20.44,27.0
59039.33987851208,159.2657457436658,3.382721471509173,164.50480390367176,164.50480390367176,20.44,27.0
59039.346823070664,162.62240219646745,3.6468977210690428,164.51256348830077,164.51256348830077,20.44,27.0
59039.35376762878,170.75975482093727,3.6049140476057375,163.73779284906686,163.73779284906686,20.44,27.0
59039.360712187365,167.81656290415833,3.784870472055169,163.75554929263396,163.75554929263396,20.44,27.0
59039.36765674548,163.47312720655805,3.2174536587215776,163.230891524234,163.230891524234,20.44,27.0
59039.374601304065,166.51057374812012,3.484025439801467,161.7226165988626,161.7226165988626,20.44,27.0
59039.38154586218,168.8735869807067,3.112424959632375,161.0833370742444,161.0833370742444,20.44,27.0
59039.3884904203,161.23164344969493,2.894882421934258,160.23171837113392,160.23171837113392,20.44,27.0
59039.395434978884,149.80069603097112,3.2408437941907917,160.3053584880792,160.3053584880792,20.44,27.0
59039.402379537,155.86435043388073,2.557016326749446,159.79854730942276,159.79854730942276,20.44,27.0
59039.40932409512,153.5167605017324,2.5680603268944258,159.8433961727365,159.8433961727365,20.44,27.0
59039.41626865277,160.42292938809223,2.6077828060244057,159.56763083599296,159.56763083599296,20.44,27.0
59039.42321321089,153.0929003595985,2.5349953689228655,158.96453931378693,158.96453931378693,20.44,27.0
59039.430157769006,148.25432267088348,2.527194056294591,158.51626649929952,158.51626649929952,20.44,27.0
59039.43710232666,155.46110408598025,2.180067282648904,157.955491874818,157.955491874818,20.44,27.0
59039.44404688524,160.70542749228443,1.524460376568657,157.2475362208148,157.2475362208148,20.44,27.0
59039.45099144289,167.51920628361384,2.1265689081637307,157.6762217079045,157.6762217079045,20.44,27.0
59039.457936000545,150.6499557065069,2.732559416239261,159.65407208631777,159.65407208631777,20.44,27.0
59039.46488055866,163.38483287280164,2.6640128298821697,161.069166919601,161.069166919601,20.44,27.0
59039.471825116314,166.07174409629658,3.60844496684183,162.25471851196397,162.25471851196397,20.44,27.0
59039.478769673966,157.56400702665516,3.928133670733928,162.6657021119739,162.6657021119739,20.44,27.0
59039.48571423162,155.8524893602726,3.5135722050930913,163.90885285947957,163.90885285947957,20.44,27.0
59039.49265878927,156.9774051319344,3.6125210158814145,164.7578189243216,164.7578189243216,20.44,27.0
59039.49960334692,156.83834086265136,3.6844226601994308,166.35298928965145,166.35298928965145,20.44,27.0
59039.50654790457,168.51929673022033,3.3537853118176773,167.6748750480888,167.6748750480888,20.44,27.0
59039.513492462225,183.42415246399676,3.981688753562963,168.9162102133484,168.9162102133484,20.44,27.0
59039.52043701941,179.92096259969586,3.416948914534784,170.23489404062008,170.23489404062008,20.44,27.0
59039.52738157706,173.67113757190307,2.5671762591528586,171.8473745319015,171.8473745319015,20.44,27.0
59039.53432613425,167.40965058826063,2.4200553639217426,172.6158505920124,172.6158505920124,20.44,27.0
59039.5412706919,174.2264630671956,3.079459354614578,173.6395662468171,173.6395662468171,20.44,27.0
59039.54821524909,162.68674577319794,2.1196931168703177,174.4612889633277,174.4612889633277,20.44,27.0
59039.555159806274,182.57900029658734,3.0200304078971145,175.19690101035988,175.19690101035988,20.44,27.0
59039.562104363926,183.17748538571934,3.2353974687725486,175.64284251932187,175.64284251932187,20.44,27.0
59039.56904892111,188.62190409302687,3.396141469655486,175.32067445776715,175.32067445776715,20.44,27.0
59039.5759934783,173.0675807701256,2.241760107471854,173.79047459483124,173.79047459483124,20.44,27.0
59039.582938035484,190.79700122458593,4.264524503690567,172.43767170752835,172.43767170752835,20.44,27.0
59039.58988259267,179.13583711818262,3.2568483443137266,171.9043090673202,171.9043090673202,20.44,27.0
59039.59682714986,174.96717315833433,2.9176855163746445,171.9680261621072,171.9680261621072,20.44,27.0
59039.60377170658,169.82177554095261,2.7015389492151316,171.09217497339813,171.09217497339813,20.44,27.0
59039.61071626376,169.4828099314815,3.1941612065358993,170.31047651327,170.31047651327,20.44,27.0
59039.617660820484,164.41934651500503,2.7009402814932475,168.68991791709712,168.68991791709712,20.44,27.0
59039.62460537767,163.04243968379066,2.945332671576109,166.95019663858383,166.95019663858383,20.44,27.0
59039.63154993486,157.41075479408582,2.943181447360389,164.99426125180833,164.99426125180833,20.44,27.0
59039.63849449158,156.92331351554682,3.418315606381693,163.59109539632712,163.59109539632712,20.44,27.0
59039.6454390483,164.6039726883647,3.3625514070505633,161.24902413602308,161.24902413602308,20.44,27.0
59039.65238360502,168.49284119963988,2.6092498097409664,160.30666466384008,160.30666466384008,20.44,27.0
59039.65932816174,159.3369928591411,2.4757875677112464,159.12076818317576,159.12076818317576,20.44,27.0
59039.66627271846,149.3978719510197,3.1920593103287147,157.77786780319806,157.77786780319806,20.44,27.0
59039.67321727518,155.02950416164828,2.6013163052299495,157.15265996214205,157.15265996214205,20.44,27.0
59039.6801618319,153.6022236509938,2.515444623855909,156.5173106733025,156.5173106733025,20.44,27.0
59039.687106388155,155.37100251784278,2.259407867523266,155.78604908764387,155.78604908764387,20.44,27.0
59039.694050944876,149.21376122694548,2.8402087220335526,155.50966612345644,155.50966612345644,20.44,27.0
59039.7009955016,150.9817897994169,2.4490051341073835,154.87694458537683,154.87694458537683,20.44,27.0
59039.70794005785,163.1157260910717,2.429597121039626,154.07653044189834,154.07653044189834,20.44,27.0
59039.71488461457,154.8069329870406,2.075545862656034,153.02564182786742,153.02564182786742,20.44,27.0
59039.72182917083,146.99246908133176,2.8574697122868735,152.73674088202696,152.73674088202696,20.44,27.0
59039.72877372708,158.85427663352928,2.4924136388493294,152.41742589631838,152.41742589631838,20.44,27.0
59039.73571828334,153.61840860473268,3.000975772807104,151.58710852176205,151.58710852176205,20.44,27.0
59039.74266283959,150.61099272759478,4.3257367011652565,151.07083628535523,151.07083628535523,20.44,27.0
59039.74960739585,152.7122444028988,4.931007545808382,150.43575779219674,150.43575779219674,20.44,27.0
59039.7565519521,146.16704736819375,5.221778451046334,150.3744688959097,150.3744688959097,20.44,27.0
59039.763496508356,150.9969322492304,5.4083197934785865,150.24433839862488,150.24433839862488,20.44,27.0
59039.77044106461,150.62773476111403,5.867896184768503,149.4272754226678,149.4272754226678,20.44,27.0
59039.777385620866,154.4256767798539,5.084654657666819,149.5678071688441,149.5678071688441,20.44,27.0
59039.784330176655,143.96951719397308,6.26620784573919,150.27481538965117,150.27481538965117,20.44,27.0
59039.79127473291,140.91410879419124,6.244271075295204,150.17310344966373,150.17310344966373,20.44,27.0
59039.7982192887,144.82559563207846,6.154775325810008,150.70571057932267,150.70571057932267,20.44,27.0
59039.805163844954,144.5746681341475,6.20380601151661,150.87995072579815,150.87995072579815,20.44,27.0
59039.81210840074,148.17184999006557,4.7448055082700655,150.99196432142517,150.99196432142517,20.44,27.0
59039.81905295653,148.76957134557495,4.3837383915498735,151.77208248646755,151.77208248646755,20.44,27.0
59039.82599751232,149.2256554998021,4.158235925072833,152.38795080255196,152.38795080255196,20.44,27.0
59039.83294206811,157.19597267203778,2.993653042190495,152.36885959111504,152.36885959111504,20.44,27.0
59039.8398866239,159.0116088350514,2.6155572700242864,152.84608115551174,152.84608115551174,20.44,27.0
59039.84683117969,157.1251736537426,2.261027986663295,154.1163965426146,154.1163965426146,20.44,27.0
59039.85377573548,162.67272980893446,1.8643059965134716,155.59842774298116,155.59842774298116,20.44,27.0
59039.86072029127,153.5730752176785,2.8992435125529257,156.71401503637622,156.71401503637622,20.44,27.0
59039.86766484659,154.61647552855786,2.1693164530114295,157.93129799858625,157.93129799858625,20.44,27.0
59039.87460940238,159.42905617391494,1.9007304850761477,159.06191372592028,159.06191372592028,20.44,27.0
59039.881553957704,161.466693622665,2.627095203379509,159.718431851739,159.718431851739,20.44,27.0
59039.88849851303,150.3031841666861,2.9949794258560694,160.59472116700093,160.59472116700093,20.44,27.0
59039.89544306882,162.53844337459788,3.1977257648932724,160.53229392671196,160.53229392671196,20.44,27.0
59039.90238762414,165.5648787747219,3.443261664086219,160.54553566679252,160.54553566679252,20.44,27.0
59039.90933217993,166.108639200423,3.3989476468337037,160.66580252870477,160.66580252870477,20.44,27.0
59039.91627673525,163.7905796197942,3.1759249383793358,160.40997205460712,160.40997205460712,20.44,27.0
59039.92322129011,165.26847849171742,3.7761258133412583,160.17680127543122,160.17680127543122,20.44,27.0
59039.930165845435,167.39231735474502,3.570092634993359,159.98764379543323,159.98764379543323,20.44,27.0
59039.93711040076,159.9303794844929,3.392804681210225,159.20852369284742,159.20852369284742,20.44,27.0
59039.94405495608,164.12257385925454,3.57346087231377,158.86965819462674,158.86965819462674,20.44,27.0
59039.95099951094,156.1347095871254,3.7815027635051632,159.0476175778442,159.0476175778442,20.44,27.0
59039.957944066264,159.23671841642076,3.4399011819739322,158.2193309027388,158.2193309027388,20.44,27.0
59039.96488862159,159.16971030625135,2.9853666477935246,157.44691278644225,157.44691278644225,20.44,27.0
59039.971833176445,158.32361174927385,2.8765410246619263,157.14754280412788,157.14754280412788,20.44,27.0
59039.97877773177,149.60917197168823,2.92505476975826,157.00381428825435,157.00381428825435,20.44,27.0
59039.98572228663,151.4007983685921,2.775393000809715,156.88215968719686,156.88215968719686,20.44,27.0
59039.992666841485,146.18401442995642,2.9328844706128328,156.3873808418158,156.3873808418158,20.44,27.0
59039.99961139634,155.70598015291358,2.4579567151010604,156.87583991247902,156.87583991247902,20.44,27.0
59040.0065559512,153.3284936813826,2.03800248808189,156.82564569364328,156.82564569364328,20.44,27.0
59040.01350050606,148.4575698978059,2.94811490117987,156.796223966634,156.796223966634,20.44,27.0
59040.020445060916,152.43377079768095,2.1311925522231165,156.6095395976425,156.6095395976425,20.44,27.0
59040.027389615774,161.01934950107852,2.005299079567212,156.69491251863394,156.69491251863394,20.44,27.0
59040.03433417063,161.34719484994417,2.3041596474033086,156.41769501780936,156.41769501780936,20.44,27.0
59040.041278725024,163.20035027373964,2.9231755100890235,156.92138881561624,156.92138881561624,20.44,27.0
59040.04822327988,158.98107698326731,3.0635926828515974,157.14748780701765,157.14748780701765,20.44,27.0
59040.055167834274,168.23418368576787,3.4581258502895493,157.39333052982988,157.39333052982988,20.44,27.0
59040.06211238867,163.26927213904705,3.29965246049501,157.3344828015541,157.3344828015541,20.44,27.0
59040.069056943525,155.63454022796702,3.775140218601184,157.37222654015872,157.37222654015872,20.44,27.0
59040.07600149792,156.06308414356627,3.3482546588934654,157.41265594999507,157.41265594999507,20.44,27.0
59040.08294605231,160.62104996310558,3.6829354380501207,157.43800094703636,157.43800094703636,20.44,27.0
59040.0898906067,153.61091423525542,3.6307599711855243,156.6361431426053,156.6361431426053,20.44,27.0
59040.09683516109,158.17196653440496,3.261903790115033,155.96319403238576,155.96319403238576,20.44,27.0
59040.103779715486,155.24448122241682,3.1757784006286096,155.3242724128971,155.3242724128971,20.44,27.0
59040.11072426988,150.3633407177642,3.0627002518923927,154.92344732834002,154.92344732834002,20.44,27.0
59040.11766882427,154.7055687722246,3.022668345463103,154.0202451618652,154.0202451618652,20.44,27.0
59040.1246133782,153.97013723766148,2.2886093512747747,153.21522910496512,153.21522910496512,20.44,27.0
59040.13155793259,149.14486986502345,2.4148371747548163,152.70667238236402,152.70667238236402,20.44,27.0
59040.138502486516,152.8646357473835,2.176903222981004,152.17745199146904,152.17745199146904,20.44,27.0
59040.14544704091,147.3877668257507,2.6274186907020347,151.4210052680625,151.4210052680625,20.44,27.0
59040.1523915953,149.90705997621222,2.9731383122544277,151.22423967520433,151.22423967520433,20.44,27.0
59040.15933614923,152.3386827424323,2.382959149411145,150.8933050664141,150.8933050664141,20.44,27.0
59040.16628070315,152.16705054579694,2.748108761517436,150.48408439789353,150.48408439789353,20.44,27.0
59040.17322525708,152.87974685569563,3.10704597863729,150.38442868569962,150.38442868569962,20.44,27.0
59040.18016981101,149.5839991717458,3.231688728610741,149.8438825051337,149.8438825051337,20.44,27.0
59040.18711436493,146.98907594374805,3.1996643924134993,149.61850848841001,149.61850848841001,20.44,27.0
59040.19405891886,147.0663374983515,3.2148357407288644,149.7020609101491,149.7020609101491,20.44,27.0
59040.20100347232,147.76145566519455,3.6764610317420843,149.79082456560727,149.79082456560727,20.44,27.0
59040.20794802625,150.26589915666688,3.358766449997774,150.16095480185163,150.16095480185163,20.44,27.0
59040.214892580174,152.54607818497095,2.956964035601343,150.84636308750476,150.84636308750476,20.44,27.0
59040.2218371341,148.28772985756666,3.74174223974695,151.45981736667005,151.45981736667005,20.44,27.0
59040.22878168756,148.66919361046814,3.6428209787193047,152.58913273660755,152.58913273660755,20.44,27.0
59040.23572624102,145.51628370260434,3.3972089556092,154.04619589291067,154.04619589291067,20.44,27.0
59040.24267079495,150.13877895335827,3.29091008393133,154.94100492351268,154.94100492351268,20.44,27.0
59040.24961534841,150.56526103458825,2.8257708556508834,155.74818962219229,155.74818962219229,20.44,27.0
59040.25655990187,154.37361789017248,2.594118354690349,156.55213615627562,156.55213615627562,20.44,27.0
59040.26350445533,153.6799808419047,2.4509207645911113,157.3162229435506,157.3162229435506,20.44,27.0
59040.27044900879,161.5590008323154,1.8481511193083073,158.4277146462848,158.4277146462848,20.44,27.0
59040.27739356225,162.7674054882419,1.9200180088088161,159.9263219091896,159.9263219091896,20.44,27.0
59040.284338115714,171.36541183473463,2.07470865743786,161.81494304307077,161.81494304307077,20.44,27.0
59040.291282669175,177.64982051284926,2.468771974478589,162.89315759646922,162.89315759646922,20.44,27.0
59040.29822722217,164.7957526919795,2.1743634413568578,164.52538668365088,164.52538668365088,20.44,27.0
59040.30517177563,160.71121582130135,2.809934811941634,165.6550261770779,165.6550261770779,20.44,27.0
59040.31211632863,160.7334285777682,3.2705966056256286,166.8532061687467,166.8532061687467,20.44,27.0
59040.31906088209,160.7509310488691,3.185887234807652,167.83746791098184,167.83746791098184,20.44,27.0
59040.32600543508,169.16125810314816,3.7062022819127343,168.6997512943092,168.6997512943092,20.44,27.0
59040.33294998808,178.0224016543526,4.9760785864404555,169.21456371248163,169.21456371248163,20.44,27.0
59040.33989454107,180.3942891335467,5.447224924227129,170.19984267271428,170.19984267271428,20.44,27.0
59040.346839094535,166.99884101824202,5.492659981494409,170.55291253879355,170.55291253879355,20.44,27.0
59040.35378364753,173.2641781846921,6.3745582173852124,169.92212614007482,169.92212614007482,20.44,27.0
59040.360728200525,169.34265034161774,6.274996872138884,170.20526999392635,170.20526999392635,20.44,27.0
59040.36767275352,170.93432089295834,6.337346889905546,170.6577653172497,170.6577653172497,20.44,27.0
59040.37461730605,171.10606750816953,5.794396060605689,170.98872283378668,170.98872283378668,20.44,27.0
59040.381561859045,168.33879835846946,5.038307400410763,171.39218684005334,171.39218684005334,20.44,27.0
59040.38850641204,170.31081194124715,4.89639961148985,171.0340837824826,171.0340837824826,20.44,27.0
59040.39545096457,179.51714781219698,4.947439189125527,170.81229234238404,170.81229234238404,20.44,27.0
59040.402395517565,177.36759955808185,3.6733043359665354,170.14369994875562,170.14369994875562,20.44,27.0
59040.409340070095,166.92645173463075,3.1040810356826865,170.6277753330132,170.6277753330132,20.44,27.0
59040.41628462309,169.60919820745556,2.725244261474899,171.30449326448039,171.30449326448039,20.44,27.0
59040.42322917562,168.4036363177982,2.3158873649923257,172.21072729705398,172.21072729705398,20.44,27.0
59040.43017372815,166.3597063588976,2.081419690896085,172.21459197797984,172.21459197797984,20.44,27.0
59040.43711828068,167.6098191554014,2.0182886726810083,171.918945162998,171.918945162998,20.44,27.0
59040.44406283321,163.0735061244464,2.171020438481823,172.08867582475193,172.08867582475193,20.44,27.0
59040.45100738574,174.251947172677,2.3695674290999533,172.92930177028035,172.92930177028035,20.44,27.0
59040.45795193827,169.02821844186292,2.681109053338804,172.89278151312726,172.89278151312726,20.44,27.0
59040.46489649033,175.2281225506213,2.9467533099011085,172.16918341970762,172.16918341970762,20.44,27.0
59040.47184104286,184.76838301963448,4.018353966306422,171.8086998933126,171.8086998933126,20.44,27.0
59040.47878559539,184.74862889536848,4.230756705435617,171.96838295099369,171.96838295099369,20.44,27.0
59040.485730147455,171.00002046869798,3.616415087862742,171.62924296245922,171.62924296245922,20.44,27.0
59040.492674699984,166.08007165347829,3.4422932583008046,171.50794894524418,171.50794894524418,20.44,27.0
59040.49961925205,171.2242196082862,3.901830099485546,171.04001989777794,171.04001989777794,20.44,27.0
59040.50656380411,184.60145301522985,4.635244043717965,170.42069087943807,170.42069087943807,20.44,27.0
59040.51350835664,178.89630344059535,3.795654085169557,168.8430920840677,168.8430920840677,20.44,27.0
59040.520452908706,165.06643196994762,3.6089834133187106,167.76180237742585,167.76180237742585,20.44,27.0
59040.52739746077,160.79823178591562,3.5096620054274936,166.10687778948113,166.10687778948113,20.44,27.0
59040.534342012834,172.32381018803346,3.4100058465000282,164.00853936323657,164.00853936323657,20.44,27.0
59040.5412865649,162.63825651271242,3.054777914725595,161.9979337660267,161.9979337660267,20.44,27.0
59040.54823111696,164.29770806624185,3.1965228812098725,161.33101143313394,161.33101143313394,20.44,27.0
59040.55517566856,159.65502534847548,3.0040570622877407,160.64341527735428,160.64341527735428,20.44,27.0
59040.562120220624,152.5449128126683,2.8864798943036636,159.34681358824412,159.34681358824412,20.44,27.0
59040.56906477222,147.43276765138114,2.884797045564283,157.24236296980882,157.24236296980882,20.44,27.0
59040.576009324286,150.64629342895125,2.6086334427661515,155.53911705473766,155.53911705473766,20.44,27.0
59040.582953875884,147.09440455556106,3.0105201846197023,154.88550753577653,154.88550753577653,20.44,27.0
59040.58989842795,149.09662977347696,2.4943410252146823,154.53191167070977,154.53191167070977,20.44,27.0
59040.59684297955,150.56833374280058,2.5239060847916055,153.5546590281145,153.5546590281145,20.44,27.0
59040.603787531145,159.6623408095212,2.058785490830499,153.1268456819486,153.1268456819486,20.44,27.0
59040.61073208274,154.3909370052241,2.5415927748174516,152.52517771497745,152.52517771497745,20.44,27.0
59040.61767663434,149.18199089341354,3.1715577408716538,152.2787698325272,152.2787698325272,20.44,27.0
59040.62462118594,148.8257925018302,3.5639885770383284,152.3470473414164,152.3470473414164,20.44,27.0
59040.63156573754,149.94112288438515,3.3395707449220065,152.95335816079174,152.95335816079174,20.44,27.0
59040.638510289136,153.9550701476087,3.4876552429444927,152.9278842862016,152.9278842862016,20.44,27.0
59040.645454840735,154.78710207978062,3.905022500940964,153.29494599680183,153.29494599680183,20.44,27.0
59040.65239939187,155.71051526391344,3.772248242804451,153.82434551748293,153.82434551748293,20.44,27.0
59040.659343943466,155.36542962789198,3.8410840811438165,154.46665767985255,154.46665767985255,20.44,27.0
59040.666288495064,154.06935262773288,3.475297051790952,154.3130445842795,154.3130445842795,20.44,27.0
59040.6732330462,155.46609134682063,3.307902878048859,154.14724312263905,154.14724312263905,20.44,27.0
59040.68017759733,153.70563046378524,3.1592022833594764,154.78013265585818,154.78013265585818,20.44,27.0
59040.68712214846,157.74005158076196,2.7196308701970535,155.30521649321145,155.30521649321145,20.44,27.0
59040.694066699594,150.21323756091874,3.0490917150625028,156.28892677906197,156.28892677906197,20.44,27.0
59040.70101125073,153.33445363576553,2.7454756851510487,157.130741938284,157.130741938284,20.44,27.0
59040.70795580186,158.09642162505529,2.1272153047433573,157.40044634003473,157.40044634003473,20.44,27.0
59040.71490035299,161.4876405030838,1.885524338208672,157.4360867413809,157.4360867413809,20.44,27.0
59040.721844904125,157.05091818477968,1.8248772640553967,158.29656057767335,158.29656057767335,20.44,27.0
59040.72878945526,151.5723121573359,2.2699079802106326,159.2805592420161,159.2805592420161,20.44,27.0
59040.73573400639,159.9411129581395,1.7753651220742548,160.69911350285201,160.69911350285201,20.44,27.0
59040.74267855706,157.75221773683518,2.3093489443919863,162.53401219952332,162.53401219952332,20.44,27.0
59040.74962310819,166.6641977438444,2.4593974898022064,164.19352369269808,164.19352369269808,20.44,27.0
59040.75656765886,168.2659278543827,2.7330587918282583,165.87819666882626,165.87819666882626,20.44,27.0
59040.76351220999,159.37207690954347,2.8095981625040447,167.01944574763496,167.01944574763496,20.44,27.0
59040.770456760656,156.3164020867986,3.09839297804346,167.5275769211237,167.5275769211237,20.44,27.0
59040.77740131132,169.99348484486342,2.8790202841968116,167.91943386184101,167.91943386184101,20.44,27.0
59040.78434586199,170.79732992155965,3.0975960234169992,168.68328758995352,168.68328758995352,20.44,27.0
59040.79129041312,179.58151378103088,3.7732507753981985,169.03691633928932,169.03691633928932,20.44,27.0
59040.798234963324,184.89890830719713,4.25872989035853,169.02915794899178,169.02915794899178,20.44,27.0
59040.80517951399,185.95174696473345,3.7609870262041323,169.23937699682568,169.23937699682568,20.44,27.0
59040.81212406466,178.85267815509815,3.171913887811015,169.08517758933536,169.08517758933536,20.44,27.0
59040.819068615325,172.73568797551306,2.5807948436198243,168.75610197014112,168.75610197014112,20.44,27.0
59040.826013165526,166.73465157436408,2.4663574377307915,168.52668082855178,168.52668082855178,20.44,27.0
59040.83295771619,168.14920849527766,2.7988079456474915,168.97976402892184,168.97976402892184,20.44,27.0
59040.839902266394,170.03643156269226,1.9766544666387607,168.83491706657918,168.83491706657918,20.44,27.0
59040.84684681706,157.58400089604478,2.0850566566288564,168.64370564100255,168.64370564100255,20.44,27.0
59040.85379136726,159.80922032308087,1.846706569201889,167.59178043068366,167.59178043068366,20.44,27.0
59040.86073591793,161.32594155001186,1.84538431844654,166.14929315720534,166.14929315720534,20.44,27.0
59040.86768046813,164.0428078165088,1.6671881567654114,165.0644936057057,165.0644936057057,20.44,27.0
59040.87462501833,162.67164232808068,2.3863127299574276,163.9931625903237,163.9931625903237,20.44,27.0
59040.88156956853,155.47191750252512,2.5915892037732156,162.66644792768537,162.66644792768537,20.44,27.0
59040.888514118735,164.0188164930892,3.104649513504287,161.93494683622225,161.93494683622225,20.44,27.0
59040.895458668936,167.53108648503866,3.7685958632997636,161.52667475444224,161.52667475444224,20.44,27.0
59040.90240321867,167.54673568675696,4.47771392654928,160.78283303684756,160.78283303684756,20.44,27.0
59040.90934776887,161.69878520560968,4.622438478347839,161.68169593601976,161.68169593601976,20.44,27.0
59040.916292319074,160.37662465806517,5.482331621392447,161.8531804124006,161.8531804124006,20.44,27.0
59040.923236869276,167.51015458923985,5.6919831054208485,162.4400256412358,162.4400256412358,20.44,27.0
59040.93018141901,160.6400508936036,5.825405132416385,162.67673715934714,162.67673715934714,20.44,27.0
59040.93712596875,150.18153871066204,5.4351156517322945,162.82828382062112,162.82828382062112,20.44,27.0
59040.94407051895,154.29913301949114,6.022132850987059,163.77571657245971,163.77571657245971,20.44,27.0
59040.951015068684,161.20858310501734,5.520710842430152,163.8444442669333,163.8444442669333,20.44,27.0
59040.95795961842,157.39112236358227,5.568113329675282,163.19041888005668,163.19041888005668,20.44,27.0
59040.964904168155,172.86467018197263,4.6213004840125995,162.635721872103,162.635721872103,20.44,27.0
59040.97184871789,162.72445642155512,4.340683295926431,162.55041596394022,162.55041596394022,20.44,27.0
59040.978793267626,171.30231044021033,4.057770729992351,163.16474403385575,163.16474403385575,20.44,27.0
59040.98573781736,168.06690362440128,3.17108564321881,162.94430762113063,162.94430762113063,20.44,27.0
59040.9926823671,165.24793556973856,2.919681182038356,163.13065255836048,163.13065255836048,20.44,27.0
59040.99962691683,171.5782742837809,2.1689475072275033,164.50462990579612,164.50462990579612,20.44,27.0
59041.0065714661,165.18718729914025,1.5766144430293842,165.90096562218844,165.90096562218844,20.44,27.0
59041.01351601584,156.41265490813623,1.9785464162390511,167.2662027141854,167.2662027141854,20.44,27.0
59041.02046056511,158.1168865515446,2.078340416922318,168.9783485266624,168.9783485266624,20.44,27.0
59041.02740511438,160.24858476684201,2.095406050246244,169.4526108373064,169.4526108373064,20.44,27.0
59041.034349664114,170.8202018466295,2.2463480676196714,170.42123821473385,170.42123821473385,20.44,27.0
59041.041294213384,163.7627355729129,2.791397492302865,171.30356270046516,171.30356270046516,20.44,27.0
59041.048238762654,163.807914826511,2.6396547638393515,172.0705813338784,172.0705813338784,20.44,27.0
59041.055183311924,173.5391536170678,2.711690057022899,172.97372787315112,172.97372787315112,20.44,27.0
59041.062127861194,178.03684019816055,3.852449793766839,173.92647966719525,173.92647966719525,20.44,27.0
59041.069072410464,184.41761366896543,4.186110860195099,174.9545714499749,174.9545714499749,20.44,27.0
59041.076016959734,186.49760117569113,4.7103998184715765,176.69517611978756,176.69517611978756,20.44,27.0
59041.082961509004,180.92712946292107,3.890084762136865,178.16610445231544,178.16610445231544,20.44,27.0
59041.08990605781,179.1911218378221,3.755488621874597,179.42022222715903,179.42022222715903,20.44,27.0
59041.09685060708,186.30182669764216,4.322105996994166,180.04235250225864,180.04235250225864,20.44,27.0
59041.10379515588,181.1062203924261,4.021832526068142,180.97792671480846,180.97792671480846,20.44,27.0
59041.11073970515,180.60142673737494,4.049726826283624,181.5476368370503,181.5476368370503,20.44,27.0
59041.11768425442,187.77505478253164,4.1659910072649105,182.315786179226,182.315786179226,20.44,27.0
59041.12462880323,182.6647476063942,3.6854821283508836,181.79793422179384,181.79793422179384,20.44,27.0
59041.13157335203,186.00293429495156,4.2400136209063035,181.18553347463546,181.18553347463546,20.44,27.0
59041.138517900836,183.12266820451873,3.426901232470229,180.07640324427214,180.07640324427214,20.44,27.0
59041.14546244964,181.56858693918247,2.7861756117288,179.40659850509095,179.40659850509095,20.44,27.0
59041.152406998444,181.39641652332327,3.185120876427305,179.14204471727874,179.14204471727874,20.44,27.0
59041.15935154725,179.66749718625925,2.7961279028370565,178.49980407808295,178.49980407808295,20.44,27.0
59041.16629609605,173.49298690462223,2.179509989386463,177.59963301356666,177.59963301356666,20.44,27.0
59041.17324064439,186.59769243405447,3.3159404623517164,177.6841183247405,177.6841183247405,20.44,27.0
59041.180185193196,169.2333569218144,1.954806712813846,177.53408508732704,177.53408508732704,20.44,27.0
59041.187129742,174.00680096727334,2.7428932033540647,176.70494794750786,176.70494794750786,20.44,27.0
59041.19407429034,167.6423872595144,2.764652021297176,175.44620916655157,175.44620916655157,20.44,27.0
59041.20101883914,169.54044889684113,2.9467327360214157,174.04569135196778,174.04569135196778,20.44,27.0
59041.20796338748,174.6937074450139,3.5808807337463935,172.78075416957836,172.78075416957836,20.44,27.0
59041.21490793582,175.38373583131346,3.717732445244988,171.8205962942202,171.8205962942202,20.44,27.0
59041.22185248416,165.8033122956498,3.823589018570545,170.7144819369122,170.7144819369122,20.44,27.0
59041.2287970325,182.03767702732986,3.955614069908504,170.0154996016152,170.0154996016152,20.44,27.0
59041.23574158084,185.2244897465029,4.7418994264614165,168.37747962168854,168.37747962168854,20.44,27.0
59041.24268612964,168.5694162294684,3.6385557767153656,167.62752423712175,167.62752423712175,20.44,27.0
59041.24963067798,164.60437501869427,3.5688793979730056,166.47293262967818,166.47293262967818,20.44,27.0
59041.25657522585,159.3138653565947,3.4111189452725847,165.25674405806004,165.25674405806004,20.44,27.0
59041.26351977419,160.06465483856215,2.7375903817642246,164.06760634670982,164.06760634670982,20.44,27.0
59041.27046432253,165.073732642235,2.262765689753434,162.38624370500187,162.38624370500187,20.44,27.0
59041.2774088704,160.86355311202306,2.148247146084882,160.35638181209,160.35638181209,20.44,27.0
59041.28435341874,161.6102872045724,2.084042669664037,158.7652578463221,158.7652578463221,20.44,27.0
59041.291297966614,158.75135277530188,1.8778659136952252,156.4167963262012,156.4167963262012,20.44,27.0
